first_name,last_name,full_name,nickname,height,weight,reach,stance,wins,losses,draws
Yusup,Saadulaev,Yusup Saadulaev,Maestro,"5' 6""",135 lbs.,--,,16,4,1
Cameron,Saaiman,Cameron Saaiman,MSP,"5' 8""",135 lbs.,"67.0""",Southpaw,9,3,0
Pete,Sabala,Pete Sabala,,--,135 lbs.,--,,3,15,0
Danny,Sabatello,Danny Sabatello,Italian Gangster,"5' 10""",135 lbs.,"71.0""",Orthodox,9,1,0
Pat,Sabatini,Pat Sabatini,,"5' 8""",145 lbs.,"70.0""",Orthodox,20,5,0
Amir,Sadollah,Amir Sadollah,,"5' 10""",170 lbs.,"75.0""",Orthodox,6,5,0
Nazim,Sadykhov,Nazim Sadykhov,Black Wolf,"5' 10""",155 lbs.,"69.0""",Southpaw,11,1,1
Frankie,Saenz,Frankie Saenz,,"5' 6""",135 lbs.,"66.0""",Orthodox,13,7,0
Saparbeg,Safarov,Saparbeg Safarov,,"6' 1""",185 lbs.,"78.0""",Orthodox,9,3,0
Tarec,Saffiedine,Tarec Saffiedine,Sponge,"5' 10""",170 lbs.,"70.0""",Switch,16,7,0
Jason,Saggo,Jason Saggo,,"5' 11""",155 lbs.,"71.0""",Orthodox,12,4,0
Kiru,Sahota,Kiru Sahota,,"5' 10""",125 lbs.,"73.0""",Orthodox,12,3,0
Tatsuya,Saika,Tatsuya Saika,Yanbo,"6' 0""",155 lbs.,"73.0""",Orthodox,11,5,0
Mridul,Saikia,Mridul Saikia,Crusher,"5' 7""",125 lbs.,"68.0""",Orthodox,8,1,0
Kaushik,Saikumar,Kaushik Saikumar,The Pride of Chennai,--,135 lbs.,--,,5,0,0
Benoit,Saint Denis,Benoit Saint Denis,God of War,"5' 11""",155 lbs.,"73.0""",Southpaw,14,3,0
Ovince,Saint Preux,Ovince Saint Preux,,"6' 3""",205 lbs.,"80.0""",Southpaw,27,18,0
Lukasz,Sajewski,Lukasz Sajewski,Wookie,"5' 8""",155 lbs.,"71.0""",Orthodox,13,3,0
Yukio,Sakaguchi,Yukio Sakaguchi,,"5' 9""",185 lbs.,--,Orthodox,6,7,0
Augusto,Sakai,Augusto Sakai,,"6' 3""",265 lbs.,"77.0""",Orthodox,16,5,1
Alessio,Sakara,Alessio Sakara,Legionarius,"6' 0""",185 lbs.,"72.0""",Orthodox,19,11,0
Wataru,Sakata,Wataru Sakata,,"5' 9""",195 lbs.,--,Southpaw,11,14,0
Gokhan,Saki,Gokhan Saki,The Rebel,"6' 0""",205 lbs.,"73.0""",Orthodox,1,2,0
Kazushi,Sakuraba,Kazushi Sakuraba,The Gracie Hunter,"6' 0""",185 lbs.,--,Southpaw,26,17,1
Hayato,Sakurai,Hayato Sakurai,Mach,"5' 7""",168 lbs.,--,Orthodox,38,13,2
Ryuta,Sakurai,Ryuta Sakurai,,"5' 7""",183 lbs.,--,Orthodox,24,24,6
Justin,Salas,Justin Salas,J-Bomb,"5' 8""",155 lbs.,"70.0""",Southpaw,12,7,0
Ivan,Salaverry,Ivan Salaverry,,"6' 0""",185 lbs.,--,Orthodox,14,9,0
Roman,Salazar,Roman Salazar,El Gallito,"5' 7""",135 lbs.,--,Orthodox,10,6,0
Luis,Saldana,Luis Saldana,,"5' 11""",145 lbs.,"73.0""",Orthodox,16,7,1
John,Salgado,John Salgado,Greco,"5' 10""",170 lbs.,--,,4,8,1
Muslim,Salikhov,Muslim Salikhov,King of Kung Fu,"5' 11""",170 lbs.,"70.0""",Orthodox,22,5,0
Gabriel,Salinas-Jones,Gabriel Salinas-Jones,,"6' 1""",245 lbs.,--,,5,2,1
Brandon,Saling,Brandon Saling,White Steel,"5' 10""",170 lbs.,--,,8,6,0
Quillan,Salkilld,Quillan Salkilld,,"6' 0""",155 lbs.,"75.0""",Orthodox,9,1,0
Sean,Salmon,Sean Salmon,,"5' 10""",185 lbs.,--,Southpaw,18,21,0
Boston,Salmon,Boston Salmon,Boom Boom,"5' 9""",135 lbs.,"69.0""",Southpaw,6,3,0
John,Salter,John Salter,,"6' 1""",185 lbs.,"74.0""",Southpaw,14,3,0
Vinicius,Salvador,Vinicius Salvador,,"5' 7""",135 lbs.,"70.0""",Southpaw,14,7,0
Dylan,Salvador,Dylan Salvador,,"5' 9""",155 lbs.,"69.0""",Southpaw,5,2,0
Josh,Samman,Josh Samman,Anqa,"6' 3""",185 lbs.,"79.0""",Orthodox,13,4,0
Johnny,Sampaio,Johnny Sampaio,,"5' 8""",170 lbs.,--,Orthodox,3,1,0
Josh,Sampo,Josh Sampo,The Gremlin,"5' 4""",125 lbs.,"64.0""",Orthodox,11,5,0
Josh,San Diego,Josh San Diego,JSD,"5' 10""",135 lbs.,--,,8,3,0
Samuel,Sanches,Samuel Sanches,The Prodigy,--,155 lbs.,--,,10,1,0
Diego,Sanchez,Diego Sanchez,Nightmare,"5' 10""",170 lbs.,"72.0""",Southpaw,31,13,0
Eddie,Sanchez,Eddie Sanchez,The Manic Hispanic,"6' 2""",230 lbs.,"74.0""",Orthodox,15,8,0
Julian,Sanchez,Julian Sanchez,,"6' 3""",300 lbs.,--,Orthodox,0,1,0
Bobby,Sanchez,Bobby Sanchez,The Kid,"5' 7""",155 lbs.,--,Orthodox,10,35,0
Donald,Sanchez,Donald Sanchez,,"5' 10""",145 lbs.,--,,31,17,0
Joby,Sanchez,Joby Sanchez,,"5' 6""",135 lbs.,"68.0""",Orthodox,11,4,0
Emmanuel,Sanchez,Emmanuel Sanchez,El Matador,"5' 9""",145 lbs.,"71.0""",,15,3,0
Erick,Sanchez,Erick Sanchez,,"5' 10""",145 lbs.,--,,8,3,0
Andrew,Sanchez,Andrew Sanchez,El Dirte,"6' 1""",185 lbs.,"74.0""",Orthodox,13,7,0
Robert,Sanchez,Robert Sanchez,Littlefury,"5' 6""",125 lbs.,"66.0""",Orthodox,8,2,0
Jesse,Sanders,Jesse Sanders,,"6' 0""",170 lbs.,--,Orthodox,23,7,0
Luke,Sanders,Luke Sanders,Cool Hand,"5' 6""",135 lbs.,"67.0""",Southpaw,13,5,0
Jerrod,Sanders,Jerrod Sanders,J-Reazie,"5' 8""",135 lbs.,"72.0""",Orthodox,16,3,0
Cory,Sandhagen,Cory Sandhagen,,"5' 11""",135 lbs.,"70.0""",Switch,18,5,0
Hugo,Sandoval,Hugo Sandoval,,--,135 lbs.,--,,2,3,0
Raul,Sandoval,Raul Sandoval,,--,130 lbs.,--,,3,3,0
Joseph,Sandoval,Joseph Sandoval,,"5' 7""",135 lbs.,--,Southpaw,7,7,0
Hector,Sandoval,Hector Sandoval,Kid Alex,"5' 2""",125 lbs.,"64.0""",Orthodox,14,4,0
Chris,Sanford,Chris Sanford,,"5' 11""",185 lbs.,--,Orthodox,5,1,0
Roldan,Sangcha'an,Roldan Sangcha'an,The Executioner,"5' 4""",125 lbs.,--,Orthodox,4,2,0
Yuhi,Sano,Yuhi Sano,,"5' 11""",243 lbs.,--,Orthodox,0,4,0
Martin,Sano,Martin Sano,Spartan,"5' 11""",170 lbs.,"75.0""",Orthodox,4,3,1
Jonathan,Santa Maria,Jonathan Santa Maria,,"5' 9""",125 lbs.,--,,3,4,0
Duda,Santana,Duda Santana,Cowboyzinha,"5' 7""",145 lbs.,"73.0""",Orthodox,3,1,0
Shaheen,Santana,Shaheen Santana,Shazam,"6' 1""",155 lbs.,"75.0""",Orthodox,6,1,0
Neemias,Santana,Neemias Santana,,--,185 lbs.,--,Orthodox,7,2,1
Sean,Santella,Sean Santella,Shorty Rock,"5' 5""",125 lbs.,--,,17,6,1
Jorge,Santiago,Jorge Santiago,The Sandman,"6' 1""",170 lbs.,"75.0""",Orthodox,25,12,0
Mike,Santiago,Mike Santiago,,"5' 10""",145 lbs.,"69.0""",Orthodox,19,12,0
Will,Santiago,Will Santiago,The Brown Bomber,"5' 7""",185 lbs.,--,Orthodox,9,5,0
Richie,Santiago,Richie Santiago,The Milford Mauler,"5' 7""",135 lbs.,"67.0""",Southpaw,7,2,0
Jose,Santibanez,Jose Santibanez,,--,155 lbs.,--,,10,3,0
Art,Santore,Art Santore,Pachuco,"6' 2""",185 lbs.,--,,18,8,0
Adriano,Santos,Adriano Santos,,--,--,--,,0,1,0
Paulo,Santos,Paulo Santos,,--,--,--,,0,3,0
Evangelista,Santos,Evangelista Santos,Cyborg,"5' 10""",170 lbs.,"76.0""",Orthodox,21,18,0
Luis,Santos,Luis Santos,,"6' 1""",170 lbs.,--,Southpaw,63,10,1
Iliarde,Santos,Iliarde Santos,,"5' 5""",125 lbs.,"67.0""",Orthodox,30,13,1
Leonardo,Santos,Leonardo Santos,,"6' 0""",155 lbs.,"75.0""",Orthodox,18,7,1
Thiago,Santos,Thiago Santos,Marreta,"6' 2""",205 lbs.,"76.0""",Orthodox,22,11,0
Bruno,Santos,Bruno Santos,Carioca,"5' 9""",185 lbs.,--,Orthodox,15,2,0
Andre,Santos,Andre Santos,Chatuba,"6' 0""",170 lbs.,--,,38,10,0
Gleristone,Santos,Gleristone Santos,Toninho Furia,"5' 9""",145 lbs.,--,,33,7,0
Yana,Santos,Yana Santos,,"5' 6""",135 lbs.,"68.0""",Orthodox,16,8,0
Taila,Santos,Taila Santos,,"5' 6""",125 lbs.,"68.0""",Orthodox,19,3,0
Marilia,Santos,Marilia Santos,Chocolate,"5' 4""",125 lbs.,--,Orthodox,10,3,0
Edivan,Santos,Edivan Santos,Pe De Sapo,"6' 4""",248 lbs.,"78.0""",Orthodox,12,3,1
Daniel,Santos,Daniel Santos,Willycat,"5' 7""",145 lbs.,"67.0""",Orthodox,13,2,0
Gabriel,Santos,Gabriel Santos,Mosquitinho,"5' 9""",145 lbs.,"70.0""",Orthodox,12,2,0
Luana,Santos,Luana Santos,,"5' 6""",135 lbs.,"67.0""",Orthodox,9,2,0
Djorden,Santos,Djorden Santos,Shakur,"6' 0""",185 lbs.,"75.0""",Orthodox,10,2,0
Mairon,Santos,Mairon Santos,The Legend,"5' 7""",155 lbs.,"72.0""",Orthodox,17,1,0
Nick,Sanzo,Nick Sanzo,,"5' 9""",190 lbs.,--,,1,1,0
Bob,Sapp,Bob Sapp,The Beast,"6' 5""",350 lbs.,--,Orthodox,11,20,0
Daniel,Sarafian,Daniel Sarafian,,"5' 9""",185 lbs.,"73.0""",Orthodox,10,6,0
Jeka,Saragih,Jeka Saragih,,"5' 8""",145 lbs.,"69.0""",Orthodox,14,5,0
Diego,Saraiva,Diego Saraiva,The Octopus,"5' 6""",155 lbs.,--,Orthodox,22,20,1
Harris,Sarmiento,Harris Sarmiento,The Hitman,"5' 9""",155 lbs.,--,Orthodox,36,26,0
Alexander,Sarnavskiy,Alexander Sarnavskiy,Tiger,"5' 11""",155 lbs.,--,,35,6,0
Yuki,Sasaki,Yuki Sasaki,,"6' 2""",185 lbs.,--,Orthodox,25,22,2
Kyosuke,Sasaki,Kyosuke Sasaki,,"5' 7""",183 lbs.,--,Southpaw,3,7,4
Yuta,Sasaki,Yuta Sasaki,Ulka,"5' 10""",125 lbs.,"71.0""",Southpaw,21,6,2
Paul,Sass,Paul Sass,,"6' 0""",155 lbs.,"73.0""",Orthodox,14,2,0
Keisuke,Sasu,Keisuke Sasu,Sasuke,"5' 5""",145 lbs.,"69.0""",Switch,11,3,1
Masaaki,Satake,Masaaki Satake,,"6' 1""",220 lbs.,--,Orthodox,1,8,1
Takenori,Sato,Takenori Sato,,"5' 10""",170 lbs.,--,Southpaw,19,11,7
Takashi,Sato,Takashi Sato,Ten,"5' 10""",170 lbs.,"73.0""",Southpaw,16,7,0
Shogo,Sato,Shogo Sato,Tora,"5' 5""",170 lbs.,"66.0""",Southpaw,5,1,0
Uran,Satybaldiev,Uran Satybaldiev,Gorilla,"6' 4""",205 lbs.,"79.0""",Orthodox,9,1,0
Jeimeson,Saudino,Jeimeson Saudino,The Minion,"5' 6""",135 lbs.,--,,8,5,0
Tom,Sauer,Tom Sauer,,"6' 1""",263 lbs.,--,,25,12,0
Townsend,Saunders,Townsend Saunders,,"5' 5""",170 lbs.,--,Orthodox,0,2,0
Ben,Saunders,Ben Saunders,Killa B,"6' 2""",170 lbs.,"77.0""",Orthodox,22,13,2
Chad W.,Saunders,Chad W. Saunders,,"5' 10""",170 lbs.,--,Orthodox,7,2,0
Chris,Saunders,Chris Saunders,The So Cal Kid,"5' 8""",155 lbs.,--,,16,8,0
Christien,Savoie,Christien Savoie,The Tiger,"5' 11""",170 lbs.,"72.0""",Orthodox,10,2,1
Lumumba,Sayers,Lumumba Sayers,,"6' 0""",185 lbs.,--,,6,5,0
Matt,Sayles,Matt Sayles,,"5' 7""",155 lbs.,"68.0""",Orthodox,8,4,0
Brandon,Sayles,Brandon Sayles,Man of War,"6' 5""",265 lbs.,--,,5,1,0
Mikheil,Sazhiniani,Mikheil Sazhiniani,Spartan,"6' 0""",205 lbs.,"71.0""",Orthodox,13,3,0
Mark,Scanlon,Mark Scanlon,,"5' 9""",170 lbs.,--,Orthodox,9,2,0
Eric,Schafer,Eric Schafer,Red,"6' 3""",185 lbs.,"76.0""",Orthodox,14,8,2
Kerry,Schall,Kerry Schall,Meat Truck,"6' 2""",265 lbs.,--,Orthodox,24,13,0
Eric,Schambari,Eric Schambari,,"5' 11""",185 lbs.,--,Orthodox,15,6,0
Brendan,Schaub,Brendan Schaub,Big Brown,"6' 4""",245 lbs.,"78.0""",Orthodox,10,5,0
Matheus,Scheffel,Matheus Scheffel,Buffa,"6' 2""",205 lbs.,"75.0""",Orthodox,14,7,0
Antonio,Schembri,Antonio Schembri,Nino,"5' 9""",205 lbs.,--,Orthodox,5,5,0
Fabiano,Scherner,Fabiano Scherner,Pegaleve,"6' 3""",257 lbs.,--,Orthodox,11,10,0
Samy,Schiavo,Samy Schiavo,,"5' 8""",155 lbs.,--,Orthodox,10,6,0
Pat,Schilling,Pat Schilling,Thrilling,"5' 8""",145 lbs.,--,Orthodox,5,2,0
Joe,Schilling,Joe Schilling,,"6' 3""",185 lbs.,--,,2,5,0
Semmy,Schilt,Semmy Schilt,Hightower,"6' 10""",265 lbs.,--,Orthodox,26,14,1
Adam,Schindler,Adam Schindler,,"5' 8""",155 lbs.,--,,10,6,0
Daniel,Schmitt,Daniel Schmitt,,--,185 lbs.,--,,2,3,0
Colleen,Schneider,Colleen Schneider,,--,135 lbs.,--,,11,7,0
Matt,Schnell,Matt Schnell,Danger,"5' 8""",125 lbs.,"70.0""",Orthodox,17,9,0
Alex,Schoenauer,Alex Schoenauer,,"6' 3""",185 lbs.,--,Orthodox,15,10,0
Bailey,Schoenfelder,Bailey Schoenfelder,Berserk,"6' 3""",265 lbs.,"76.0""",Orthodox,5,1,0
Darrill,Schoonover,Darrill Schoonover,The Boss,"6' 2""",220 lbs.,--,Orthodox,14,8,0
Bob,Schrijber,Bob Schrijber,Dirty,"6' 0""",240 lbs.,--,Orthodox,20,17,1
Nate,Schroeder,Nate Schroeder,,"6' 1""",230 lbs.,--,,11,10,0
Lacey,Schuckman,Lacey Schuckman,,"5' 3""",125 lbs.,--,,11,10,0
Mark,Schultz,Mark Schultz,,"5' 9""",200 lbs.,--,Orthodox,1,1,0
Wes,Schultz,Wes Schultz,Party Time,"6' 2""",185 lbs.,"77.0""",Orthodox,6,2,0
Brian,Schwartz,Brian Schwartz,,"6' 3""",170 lbs.,--,Orthodox,1,1,0
Eric,Schwartz,Eric Schwartz,,--,205 lbs.,--,,2,0,0
Justin,Scoggins,Justin Scoggins,,"5' 7""",125 lbs.,"66.0""",Southpaw,11,5,0
Brad,Scott,Brad Scott,Bear,"6' 1""",170 lbs.,"76.0""",Orthodox,11,6,0
Greg,Scott,Greg Scott,,"5' 9""",145 lbs.,--,,3,4,0
Louis Lee,Scott,Louis Lee Scott,Lightning,--,135 lbs.,--,,8,0,0
Zachary,Scroggin,Zachary Scroggin,,"6' 3""",170 lbs.,"74.0""",Orthodox,7,1,0
Mike,Seal,Mike Seal,Crazy Boy,"6' 4""",185 lbs.,--,Orthodox,13,15,1
Demba,Seck,Demba Seck,Black Tiger,--,145 lbs.,--,,10,2,0
Matt,Secor,Matt Secor,,"6' 0""",170 lbs.,--,,8,4,0
Kenneth,Seegrist,Kenneth Seegrist,,"6' 0""",185 lbs.,--,Orthodox,4,7,0
Neil,Seery,Neil Seery,2Tap,"5' 4""",125 lbs.,"64.0""",Orthodox,16,13,0
Rony,Sefo,Rony Sefo,,"5' 9""",225 lbs.,--,Orthodox,0,2,0
Ray,Sefo,Ray Sefo,Sugarfoot,"6' 0""",240 lbs.,--,Orthodox,2,2,0
Brendan,Seguin,Brendan Seguin,,"6' 0""",185 lbs.,--,,23,19,1
Tetsuya,Seki,Tetsuya Seki,,"5' 10""",155 lbs.,--,,14,8,1
Stefan,Sekulic,Stefan Sekulic,,"6' 0""",170 lbs.,"75.0""",Southpaw,12,4,0
Pete,Sell,Pete Sell,Drago,"5' 11""",170 lbs.,"75.0""",Orthodox,10,7,0
Matthew,Semelsberger,Matthew Semelsberger,Semi The Jedi,"6' 1""",170 lbs.,"75.0""",Switch,11,8,0
Andrei,Semenov,Andrei Semenov,,"6' 0""",185 lbs.,--,Orthodox,34,9,2
Mackens,Semerzier,Mackens Semerzier,Da Menace,"5' 9""",145 lbs.,"72.0""",Orthodox,8,4,0
Brandon,Sene,Brandon Sene,,"5' 11""",205 lbs.,--,,2,2,0
YeDam,Seo,YeDam Seo,,"5' 3""",115 lbs.,"63.0""",Orthodox,7,4,0
DongHyun,Seo,DongHyun Seo,Pinnacle,"5' 5""",145 lbs.,"67.0""",Orthodox,7,3,1
Kim In,Seok,Kim In Seok,,"5' 6""",145 lbs.,--,Orthodox,3,6,0
Ray,Seraille,Ray Seraille,,"6' 3""",246 lbs.,--,,8,9,0
Ivan,Serati,Ivan Serati,,"6' 0""",205 lbs.,--,Orthodox,12,4,0
Alex,Serdyukov,Alex Serdyukov,The Russian Crusher,"6' 2""",170 lbs.,"74.0""",Orthodox,8,5,0
Nicholas,Sergiacomi,Nicholas Sergiacomi,,--,170 lbs.,--,,1,1,0
Matt,Serra,Matt Serra,The Terra,"5' 6""",170 lbs.,"68.0""",Orthodox,11,7,0
Nick,Serra,Nick Serra,The Mad Monkey,"5' 9""",170 lbs.,--,Orthodox,7,3,0
Adrian,Serrano,Adrian Serrano,,"5' 8""",170 lbs.,--,,56,29,4
Fredy,Serrano,Fredy Serrano,El Profe,"5' 3""",125 lbs.,"65.0""",Orthodox,3,2,0
Carl,Seumanutafa,Carl Seumanutafa,,"6' 1""",255 lbs.,--,Orthodox,10,8,0
Igor,Severino,Igor Severino,,"5' 7""",125 lbs.,"69.0""",Orthodox,8,1,0
Dan,Severn,Dan Severn,The Beast,"6' 2""",250 lbs.,--,Southpaw,101,19,1
Rosi,Sexton,Rosi Sexton,The Surgeon,"5' 3""",135 lbs.,--,Orthodox,13,5,0
Scott,Shaffer,Scott Shaffer,,"5' 7""",145 lbs.,--,Orthodox,0,1,0
Edmen,Shahbazyan,Edmen Shahbazyan,The Golden Boy,"6' 2""",185 lbs.,"75.0""",Orthodox,15,5,0
Leon,Shahbazyan,Leon Shahbazyan,,"6' 4""",170 lbs.,"74.0""",Orthodox,7,2,0
Don,Shainis,Don Shainis,Shameless,"5' 6""",145 lbs.,"67.0""",Orthodox,12,5,0
Liliya,Shakirova,Liliya Shakirova,,"5' 4""",125 lbs.,"65.0""",Orthodox,8,2,0
Kamal,Shalorus,Kamal Shalorus,Prince of Persia,"5' 8""",155 lbs.,"68.0""",Orthodox,9,5,2
Ken,Shamrock,Ken Shamrock,The World's Most Dangerous Man,"6' 1""",205 lbs.,"72.0""",Orthodox,28,17,2
Frank,Shamrock,Frank Shamrock,,"5' 10""",185 lbs.,--,Orthodox,23,10,2
Shang,Zhifa,Shang Zhifa,Northeast Flying Tiger,"5' 7""",125 lbs.,"63.0""",Orthodox,32,8,0
Sean,Sharaf,Sean Sharaf,The Smoke,"6' 3""",252 lbs.,"77.0""",Orthodox,4,1,0
Priya,Sharma,Priya Sharma,The Catwoman,"5' 1""",115 lbs.,"59.0""",Orthodox,5,2,0
Jason,Sharp,Jason Sharp,,--,205 lbs.,--,,3,3,0
Eric,Shelton,Eric Shelton,Showtime,"5' 6""",125 lbs.,"68.0""",Orthodox,12,6,0
Sean,Sherk,Sean Sherk,The Muscle Shark,"5' 6""",155 lbs.,"67.0""",Orthodox,36,4,1
Chase,Sherman,Chase Sherman,The Vanilla Gorilla,"6' 4""",250 lbs.,"78.0""",Orthodox,16,12,0
Valentina,Shevchenko,Valentina Shevchenko,Bullet,"5' 5""",125 lbs.,"66.0""",Southpaw,25,4,1
Antonina,Shevchenko,Antonina Shevchenko,La Pantera,"5' 8""",125 lbs.,"67.0""",Southpaw,10,4,0
Shi,Ming,Shi Ming,,"5' 2""",115 lbs.,"60.0""",Orthodox,17,5,0
Katsuyori,Shibata,Katsuyori Shibata,,"6' 0""",168 lbs.,--,Orthodox,4,11,1
Jake,Shields,Jake Shields,,"6' 0""",170 lbs.,"72.0""",Orthodox,31,9,1
Henrique,Shiguemoto,Henrique Shiguemoto,,"5' 11""",185 lbs.,"72.0""",Orthodox,13,4,1
Shunichi,Shimizu,Shunichi Shimizu,,"5' 5""",135 lbs.,--,Orthodox,30,18,11
Wade,Shipp,Wade Shipp,The Nightmare,"6' 3""",245 lbs.,--,Orthodox,11,5,0
Raja,Shippen,Raja Shippen,,"5' 6""",145 lbs.,--,,18,11,1
Yuya,Shirai,Yuya Shirai,,"5' 8""",168 lbs.,--,Orthodox,26,14,2
Wes,Shivers,Wes Shivers,,"6' 8""",--,--,,7,1,0
Alexander,Shlemenko,Alexander Shlemenko,Storm,"5' 11""",185 lbs.,--,,56,9,0
Josh,Shockley,Josh Shockley,,"6' 1""",155 lbs.,--,Orthodox,11,4,0
Josh,Shockman,Josh Shockman,The War Hammer,"6' 4""",235 lbs.,--,Southpaw,6,3,0
Akira,Shoji,Akira Shoji,,"5' 8""",195 lbs.,--,Orthodox,14,17,5
Liudvik,Sholinian,Liudvik Sholinian,Palmeyros,"5' 10""",135 lbs.,"71.0""",Orthodox,9,4,1
Jack,Shore,Jack Shore,Tank,"5' 8""",145 lbs.,"71.0""",Orthodox,17,3,0
Landon,Showalter,Landon Showalter,The Show,"6' 0""",185 lbs.,--,,11,19,1
Ivan,Shtyrkov,Ivan Shtyrkov,Ural Hulk,"6' 0""",205 lbs.,"74.0""",Orthodox,15,0,1
Brandon,Shuey,Brandon Shuey,Big Dawg,"5' 7""",155 lbs.,--,Orthodox,7,6,0
Ronal,Siahaan,Ronal Siahaan,Naga Sakti,"5' 7""",125 lbs.,"71.0""",Southpaw,7,1,0
Sam,Sicilia,Sam Sicilia,,"5' 8""",145 lbs.,"67.0""",Orthodox,15,8,0
Kiril,Sidelnikov,Kiril Sidelnikov,,"5' 11""",230 lbs.,--,,11,4,0
Serhiy,Sidey,Serhiy Sidey,,"5' 11""",135 lbs.,"72.0""",Switch,12,2,0
Steven,Siler,Steven Siler,Super,"5' 11""",145 lbs.,"70.0""",Orthodox,29,16,0
Siala,Siliga,Siala Siliga,Mighty Mo,"6' 1""",290 lbs.,--,Orthodox,12,5,0
Xavier,Siller,Xavier Siller,Young Guns,"5' 5""",125 lbs.,--,,5,5,0
Assuerio,Silva,Assuerio Silva,,"5' 10""",241 lbs.,--,Orthodox,16,8,0
Anderson,Silva,Anderson Silva,The Spider,"6' 2""",185 lbs.,"77.0""",Southpaw,34,11,0
Wanderlei,Silva,Wanderlei Silva,The Axe Murderer,"5' 11""",205 lbs.,"74.0""",Orthodox,35,13,1
Thiago,Silva,Thiago Silva,,"6' 2""",205 lbs.,"74.0""",Orthodox,19,6,0
Paulo Cesar,Silva,Paulo Cesar Silva,Giant,"7' 5""",385 lbs.,--,Orthodox,2,6,0
